"rider_type","end_station_name","number_of_rides"
"member","Pulaski Rd & Armitage Ave",10
"member","Roscoe & Harlem",10
"member","S Wentworth Ave & W 111th St",10
"member","Sawyer Ave & Lawrence Ave",10
"member","Wentworth Ave & 104th St",10
"member","Bradley Park",9
"member","Cottage Grove & 86th St",9
"member","Public Rack - Jonathan Y Scammon Public School",9
"member","Public Rack - Laramie Ave & Grand Ave",9
"member","Public Rack - Prairie Ave & Garfield Blvd",9
"member","Public Rack - St Louis Ave & Berteau Ave",9
"member","Rockwell St & 63rd St",9
"member","Albany Ave & Douglas Blvd",8
"member","Harvey Ave & North Ave",8
"member","Kedzie Ave & 64th St - SW",8
"member","Kimball Ave & Carmen Ave",8
"member","Menard Ave & North Ave",8
"member","Milwaukee Ave & Haussen Ct",8
"member","Public Rack - Central Ave & George St",8
"member","Public Rack - Exchange Ave & 73rd Pl",8
"member","Public Rack - Melvina Ave & Belmont Ave",8
"member","Public Rack - Prairie Ave & 47th St ",8
"member","Stony Is Ave & 73rd St",8
"member","Yates Blvd & Exchange Ave",8
"member","111th St - Morgan Park Metra",7
"member","California Ave & 29th St",7
"member","Forrestville Ave & 47th St",7
"member","Kedzie Ave & Argyle St",7
"member","Marquette Ave & 79th St",7
"member","Mayfield & Roosevelt Rd",7
"member","Menard Ave & Dakin St - midblock",7
"member","Panama Ave & Grace St",7
"member","Public Rack - Ashland Ave & 71st St",7
"member","Public Rack - Austin Blvd & North Ave",7
"member","Public Rack - Champlain Ave & 65th St",7
"member","Public Rack - Cicero Ave & Le Moyne St - midblock",7
"member","Public Rack - Greenwood Ave & Lake Park Ave",7
"member","Public Rack - Midway Orange Line",7
"member","Public Rack - Pullman - Planet Fitness",7
"member","Public Rack - Rockwell & 111th St",7
"member","Public Rack - Stewart Ave & 123rd St",7
"member","Public Rack - Western Ave & 96th St",7
"member","Abbott Park",6
"member","Brighton Park Branch Chicago Library",6
"member","California Ave & Devon Ave - NW",6
"member","Central Ave & Corcoran Pl",6
"member","Cicero Ave & Roscoe St",6
"member","Cottage Grove Ave & 75th St",6
"member","Eberhart Ave & 131st St",6
"member","Hiawatha Park",6
"member","Kedvale Ave & Avondale Ave",6
"member","Kedzie Ave & Pershing Rd",6
"member","Keeler Ave & Roosevelt Rd",6
"member","Menard Ave & Agusta Blvd",6
"member","NewHastings",6
"member","Oglesby Ave & 95th St",6
"member","Parkside Ave & Armitage Ave",6
"member","Public Rack - Central Park Ave & Fillmore St",6
"member","Public Rack - Cornell Ave & 87th Pl",6
"member","Public Rack - Harvey Ave & North Ave",6
"member","Public Rack - Kedvale Ave & Addison St",6
"member","Public Rack - Kedzie Ave & Chicago Ave",6
"member","Public Rack - Lawndale Ave & 63rd St",6
"member","Public Rack - Menard Ave & Grand Ave",6
"member","Public Rack - Oketo Ave & Belmont Ave",6
"member","Public Rack - Pulaski Rd & 65th St",6
"member","Public Rack - Sacramento Blvd & Division St",6
"member","Racine Ave & 61st St",6
"member","Rockwell Ave & Touhy Ave ",6
"member","Sacramento Ave & Devon Ave",6
"member","Troy St & Jackson Blvd",6
"member","Western Ave & 92nd Pl",6
"member","Ashland Ave & 71st St",5
"member","Austin Ave & Wrightwood Ave",5
"member","California Ave & Touhy Ave - NW",5
"member","Chappel Ave & 71st St",5
"member","Christiana Ave & 55th St",5
"member","Commercial Ave & 89th St",5
"member","Evans Ave & 63rd St",5
"member","Hamlin Ave & Chicago Ave",5
"member","Harding Ave & 47th St",5
"member","Karlov Ave & Kamerling Ave",5
"member","Keeler Ave & Madison St",5
"member","Lafayette Ave & 87th St - NW",5
"member","Laramie Ave & Fullerton Ave",5
"member","Laramie Ave & Grand Ave",5
"member","Latrobe Ave & Lake St",5
"member","Lavergne Ave & 46th St",5
"member","Leamington Ave & Hirsch St",5
"member","Menard Ave & Division St",5
"member","N Sayre Ave & W Belden Ave",5
"member","Perry Ave & 108th Pl",5
"member","Public Rack - 111th St - Morgan Park Metra",5
"member","Public Rack - Cicero Ave & Cortland St - midblock",5
"member","Public Rack - Eberhart Ave & 61st St",5
"member","Public Rack - Forrestville Ave & 47th St",5
"member","Public Rack - Hamlin Ave & Madison St",5
"member","Public Rack - Harriet E Sayre Public School",5
"member","Public Rack - Kedzie Ave & 58th St",5
"member","Public Rack - Kedzie Ave & Walnut St",5
"member","Public Rack - Kolin Ave & Archer Ave",5
"member","Public Rack - Latrobe Ave & Lake St",5
"member","Public Rack - Pulaski Rd & Lake St",5
"member","Public Rack - Roswell B. Mason Elementary School",5
"member","Public Rack - Sawyer Ave & Bryn Mawr Ave - SE",5
"member","Public Rack - Western Ave & 110th St",5
"member","Public Rack - Wood St & 47th St",5
"member","Pulaski & 52nd",5
"member","South Chicago Ave & Elliot Ave",5
"member","Spaulding Ave & Bryn Mawr Ave",5
"member","Waller Ave & Chicago Ave",5
"member","Ashland Ave & 45th St - midblock south",4
"member","Austin Ave & Wellington Ave - midblock",4
"member","Bishop St & 46th St",4
"member","Damen Ave & 47th St",4
"member","Halsted St & 76th St",4
"member","Hamilton Ave & 95th St",4
"member","Harper Ave & 63rd St",4
"member","Kedzie Ave & 104th St",4
"member","Kedzie Ave & Archer Ave",4
"member","Linder Ave & Belmont Ave",4
"member","Longwood Dr & 111th St",4
"member","Marshfield Ave & 45th St",4
"member","McVicker Ave & Grand Ave",4
"member","Menard Ave & Grand Ave",4
"member","Oketo Ave & Belmont Ave",4
"member","Public Rack - Ashland Ave & 76th St",4
"member","Public Rack - Chase Ave & Touhy Ave - NW",4
"member","Public Rack - Cottage Grove Ave & 87th St",4
"member","Public Rack - Halsted St & 64th St",4
"member","Public Rack - Hamlin Ave & Chicago Ave",4
"member","Public Rack - Kedzie Ave & 61st Pl W",4
"member","Public Rack - Laramie Ave & Warwick Ave",4
"member","Public Rack - Lawndale Ave & Polk St",4
"member","Public Rack - Leclaire Ave & Division St",4
"member","Public Rack - Longwood Dr & 111th St",4
"member","Public Rack - Menard Ave & Belmont Ave",4
"member","Public Rack - Pulaski & 52nd",4
"member","Public Rack - Pulaski Rd & Roosevelt Rd",4
"member","Public Rack - Pullman Community Center",4
"member","Senka ""Edward Duke"" Park",4
"member","Springfield Ave & 63rd St",4
"member","Torrence Ave & 126th Pl",4
"member","Washtenaw Ave & 63rd St",4
"member","Western Ave & 105th St",4
"member","Western Ave & 116th St",4
"member","Albany Ave & 111th St - NW",3
"member","Archer Park",3
"member","Ashland Ave & 45th St",3
"member","Ashland Ave & 46th St",3
"member","Baltimore Ave & 133rd St",3
"member","Calumet Ave & Garfield Blvd",3
"member","Chase Ave & Touhy Ave - NW",3
"member","Cicero Ave & North Ave",3
"member","Cottage Grove & 85th St",3
"member","DIVVY CASSETTE REPAIR MOBILE STATION",3
"member","Divvy Valet - Oakwood Beach",3
"member","Emerald Ave & 43rd St",3
"member","Ewing Ave & 105th St",3
"member","Grand Ave & North Ave",3
"member","Houston Ave & 91st St",3
"member","Ingleside Ave & 79th St",3
"member","Kedvale Ave & 63rd St",3
"member","Kolin Ave & Archer Ave",3
"member","Langley Ave & 105th Pl",3
"member","Lincoln Ave & Roscoe St - Charging",3
"member","Mackinaw Ave & 108th St",3
"member","Martin Luther King Dr & 44th St",3
"member","Muskegon Ave & 89th St",3
"member","Public Rack - Ashland Ave & 63rd St",3
"member","Public Rack - California Ave & Pershing Rd",3
"member","Public Rack - Central Ave & Corcoran Pl",3
"member","Public Rack - Division St & Christiana Ave",3
"member","Public Rack - Eli Whitney Public School",3
"member","Public Rack - Ewing Ave & 107th St",3
"member","Public Rack - Foster Ave & Drake Ave",3
"member","Public Rack - Halsted St & 95th St - SE",3
"member","Public Rack - Kedzie Ave & 54th Pl",3
"member","Public Rack - Kedzie Ave & 54th St - SW",3
"member","Public Rack - Kedzie Ave & 61st Pl E",3
"member","Public Rack - Kedzie Ave & 63rd St",3
"member","Public Rack - Kingston Ave & 75th St",3
"member","Public Rack - Kostner Ave & Wrightwood Ave",3
"member","Public Rack - Laflin St & 51st St",3
"member","Public Rack - Lake Park Ave & 47th St",3
"member","Public Rack - Legler Regional Library",3
"member","Public Rack - McVicker Ave & Grand Ave",3
"member","Public Rack - Michigan Ave & 113th St",3
"member","Public Rack - N Narragansett Ave & Grand Ave",3
"member","Public Rack - Paxton Ave & 79th St",3
"member","Public Rack - Peterson Ave & Bernard Ave",3
"member","Public Rack - Peterson Ave & Drake Ave",3
"member","Public Rack - Racine Ave & 74th St",3
"member","Public Rack - South Shore Dr & 71st St",3
"member","Public Rack - Vincennes Ave & 77th St",3
"member","Public Rack - Washington Park Ct & 51st St",3
"member","Public Rack - Wentworth Ave & 79th St",3
"member","Public Rack - Wood St & 103rd St",3
"member","Public Rack - Woodlawn Ave & 63rd St S",3
"member","Rhodes Ave & 79th St",3
"member","Robert Fulton Elementary School",3
"member","Sacramento Ave & Greenleaf Ave",3
"member","Sacramento Blvd & Washington Blvd",3
"member","Sawyer Ave & 111th St",3
"member","Sawyer Ave & Bryn Mawr Ave - SE",3
"member","State St & 123rd St",3
"member","Walden Pkwy & 99th St",3
"member","10101 S Stony Island Ave",2
"member","63rd & Western Ave - north corner",2
"member","Avenue J & 106th St",2
"member","Avenue L & 114th St",2
"member","Avenue M & 132nd St",2
"member","Avers Ave & Archer Ave",2
"member","Bell Ave & 95th St",2
"member","California Ave & Ogden Ave",2
"member","Central Ave & North Ave",2
"member","Chase Ave & Touhy Ave - NE",2
"member","Cicero Ave & Cortland St - midblock",2
"member","Colfax Ave & 83rd St",2
"member","Damen Ave & 80th St",2
"member","Emerald Ave & 45th St",2
"member","Ewing Ave & 101st St",2
"member","Ewing Ave & 106th St",2
"member","Ewing Ave & 96th St",2
"member","Halsted St & 64th St",2
"member","Hamlin Ave & Grand Ave",2
"member","Hastings WH 2",2
"member","Jonathan Y Scammon Public School",2
"member","Karlov Ave & Milwaukee Ave",2
"member","Kedzie & 103rd St - West",2
"member","Kilbourn Ave & Fullerton Ave",2
"member","Kostner Ave & North Ave",2
"member","Longwood Dr & 95th St",2
"member","Lorel Ave & Chicago Ave",2
"member","Lowe Park",2
"member","McCormick Blvd & Devon Ave",2
"member","Melvina Ave & Belmont Ave",2
"member","Menard Ave & Adams Blvd",2
"member","Menard Ave & Belmont Ave",2
"member","Michele Clark Magnet High School",2
"member","Michigan Ave & 110th St",2
"member","Michigan Ave & 96th St",2
"member","Morgan St & 103rd St",2
"member","Nordica Ave & Addison St",2
"member","Park Manor Elementary School",2
"member","Public Rack - 532 E 43rd St",2
"member","Public Rack - Ashland Ave & 91st St",2
"member","Public Rack - Austin Ave & Wellington Ave",2
"member","Public Rack - Austin Branch Chicago Public Library",2
"member","Public Rack - Bensley Ave & 103rd St",2
"member","Public Rack - California Ave & Touhy Ave - SW",2
"member","Public Rack - Central Park Ave & Ogden Ave",2
"member","Public Rack - Cottage Grove & 85th St",2
"member","Public Rack - Cottage Grove Ave & 92nd St",2
"member","Public Rack - Cottage Grove Ave & 98th St",2
"member","Public Rack - Damen Ave & 47th St",2
"member","Public Rack - Ewing Ave & 106th St",2
"member","Public Rack - Ewing Ave & 106th St NW",2
"member","Public Rack - Halsted St & 95th St - SW",2
"member","Public Rack - Hamilton Ave & 95th St",2
"member","Public Rack - Homan Ave & Roosevelt",2
"member","Public Rack - Kedvale Ave & 26th St",2
"member","Public Rack - Kedzie & 103rd St - W",2
"member","Public Rack - Komensky Ave & 63rd St",2
"member","Public Rack - Loomis Blvd & 47th St",2
"member","Public Rack - Lorel Ave & Chicago Ave",2
"member","Public Rack - Maplewood Ave & 63rd St",2
"member","Public Rack - Marquette Rd & 67th St",2
"member","Public Rack - Marshfield Ave & 87th St",2
"member","Public Rack - Martin Luther King Dr & 44th St",2
"member","Public Rack - Menard Ave & Agusta Blvd",2
"member","Public Rack - Michigan Ave & 107th St",2
"member","Public Rack - Neva Ave & Grand Ave",2
"member","Public Rack - Nordica Ave & Addison St",2
"member","Public Rack - Parnell Ave & 103rd St",2
"member","Public Rack - Stony Island & 87th St",2
"member","Public Rack - Vincennes Ave & 95th St",2
"member","Public Rack - Wabash Ave & 87th St",2
"member","Public Rack - Wentworth Ave & 103rd St",2
"member","Public Rack - West Chatham Park",2
"member","Public Rack - Western Ave & 100th St",2
"member","Public Rack - Western Ave & 107th St",2
"member","Public Rack - Western Ave & 98th St",2
"member","Public Rack - Zapata Academy",2
"member","Pullman - Planet Fitness",2
"member","S Michigan Ave & E 118th St",2
"member","Spaulding Ave & Foster Ave",2
"member","Western Ave & 100th St",2
"member","Western Ave & 111th St - NW",2
"member","Zapata Academy",2
"member","63rd & Western Ave - south corner",1
"member","83rd St (Avalon Park) Metra",1
"member","Ada St & 95th St",1
"member","Al Raby School",1
"member","Albany Ave & 103rd St",1
"member","Ashland Ave & 73rd St",1
"member","Ashland Ave & 76th St",1
"member","Austin Blvd & North Ave",1
"member","Avenue J & 102nd St",1
"member","Avenue J & 112th St",1
"member","Avondale Ave & Addison St",1
"member","Bennett Ave & 96th St",1
"member","Bensley Ave & 103rd St",1
"member","Buffalo Ave & 133rd St",1
"member","California Ave & Pershing Rd",1
"member","California Ave & Touhy Ave - SW",1
"member","Canty Elementary School",1
"member","Christiana Ave & Bryn Mawr Ave",1
"member","Cicero Ave & Altgeld St",1
"member","Cicero Ave & Le Moyne St - midblock",1
"member","Corliss Ave & 103rd St",1
"member","Cottage Grove & 84th St",1
"member","Cottage Grove Ave & 91st St",1
"member","Ewing Ave & 99th St",1
"member","Halsted St & 102nd St",1
"member","Halsted St & 80th St",1
"member","Halsted St & 94th St",1
"member","Halsted St & 95th St - SE",1
"member","Halsted St & 95th St - SW",1
"member","Hamilton Park",1
"member","Jeffery Blvd & 83rd St",1
"member","Justine St & 87th St",1
"member","Kedvale Ave & Addison St",1
"member","Kedzie Ave & 64th St - SE",1
"member","Kenneth Ave & 63rd St",1
"member","Kimbark Ave & 63rd St",1
"member","Laflin St & 51st St",1
"member","Lake Park Ave & 44th St",1
"member","Lawndale Ave & Polk St",1
"member","Lawrence Ave & 103rd St",1
"member","Linder Ave & Archer Ave",1
"member","Mackinaw Ave & 85th St",1
"member","Marshfield Ave & 87th St",1
"member","Maryland Ave & 87th ST",1
"member","May St & 63rd St",1
"member","May St & 78th St",1
"member","Michigan Ave & 102nd St",1
"member","Michigan Ave & 113th St",1
"member","N Shore Channel Trail & Argyle Ave",1
"member","Newcastle Ave & Belmont Ave",1
"member","Newland Ave & Diversey Ave",1
"member","Ozark Ave & Addison St",1
"member","Parnell Ave & 98th St",1
"member","Princeton Ave & 43rd St",1
"member","Public Rack - 63rd & Western Ave N",1
"member","Public Rack - 63rd & Western Ave S",1
"member","Public Rack - 83rd St (Avalon Park) Metra",1
"member","Public Rack - Abbott Park",1
"member","Public Rack - Al Raby School",1
"member","Public Rack - Albany Ave & 111th St - NW",1
"member","Public Rack - Ashland Ave & 45th St",1
"member","Public Rack - Ashland Ave & 74th St",1
"member","Public Rack - Ashland Ave & 83rd St",1
"member","Public Rack - Austin Ave & Wellington Ave - midblock",1
"member","Public Rack - Avenue J & 102nd St",1
"member","Public Rack - Avenue J & 112th St",1
"member","Public Rack - Brighton Park Branch Chicago Library",1
"member","Public Rack - Buffalo Ave & 133rd St",1
"member","Public Rack - Buffalo Ave & 89th St",1
"member","Public Rack - Burnside Academy",1
"member","Public Rack - California Ave & Touhy Ave - midblock",1
"member","Public Rack - Central Ave & North Ave",1
"member","Public Rack - Central Park Ave & 16th St",1
"member","Public Rack - Christiana Ave & 55th St",1
"member","Public Rack - Claremont Ave & 71st St",1
"member","Public Rack - Clyde Ave & 87th St",1
"member","Public Rack - Commercial Ave & 89th St",1
"member","Public Rack - East End Ave & 75th St",1
"member","Public Rack - East End Ave & 87th St",1
"member","Public Rack - Eggleston Ave & 115th St",1
"member","Public Rack - Ewing Ave & 95th St",1
"member","Public Rack - Francisco Ave & Touhy Ave",1
"member","Public Rack - Garfield Park Conservatory",1
"member","Public Rack - Green St & 103rd St",1
"member","Public Rack - Halsted St & 109th St",1
"member","Public Rack - Halsted St & 63rd St",1
"member","Public Rack - Hiawatha Park",1
"member","Public Rack - Homan Ave & 26th St",1
"member","Public Rack - Houston Ave & 130th St",1
"member","Public Rack - Independence Blvd & Roosevelt",1
"member","Public Rack - Jeffery Blvd & 83rd St",1
"member","Public Rack - Jeffrey Blvd & 71st St",1
"member","Public Rack - Kedvale Ave & 63rd St W",1
"member","Public Rack - Kedzie Ave & 64th St - SE",1
"member","Public Rack - Kedzie Ave & Arthington St",1
"member","Public Rack - Kedzie Ave & Pershing Rd",1
"member","Public Rack - Kenneth Ave & 63rd St E",1
"member","Public Rack - Kenneth Ave & 63rd St W",1
"member","Public Rack - Kildare Ave & North Ave",1
"member","Public Rack - Kimbark Ave & 63rd St",1
"member","Public Rack - Kostner Ave & Lake St",1
"member","Public Rack - Laflin St &51st ST",1
"member","Public Rack - Langley Ave & 49th St",1
"member","Public Rack - Langley Ave & Oakwood Blvd",1
"member","Public Rack - Laporte Ave & Armitage Ave",1
"member","Public Rack - Lawndale & 63rd St",1
"member","Public Rack - Lawndale Ave & 23rd St",1
"member","Public Rack - Loomis Blvd & 83rd St",1
"member","Public Rack - Lowe Ave & 98th St",1
"member","Public Rack - Maplewood Ave & 47th St",1
"member","Public Rack - Marshfield Ave & 45th St",1
"member","Public Rack - May St & 78th St",1
"member","Public Rack - May St & 87th St",1
"member","Public Rack - Menard Ave & Adams Blvd",1
"member","Public Rack - Michele Clark Magnet High School",1
"member","Public Rack - Milwaukee Ave & Waveland Ave",1
"member","Public Rack - Morgan St & 95th St",1
"member","Public Rack - Mt Greenwood Library N",1
"member","Public Rack - Newcastle Ave & Belmont Ave",1
"member","Public Rack - Oleander Ave & Addison St",1
"member","Public Rack - Percy Julian HS",1
"member","Public Rack - Prairie Ave & Garfield Blvd N",1
"member","Public Rack - Pulaski Rd & 15th St",1
"member","Public Rack - Pulaski Rd & 40th St",1
"member","Public Rack - Pulaski Rd & 5th Ave",1
"member","Public Rack - Racine Ave & 76th",1
"member","Public Rack - Richmond St & Thorndale Ave",1
"member","Public Rack - Robert Fulton Elementary School",1
"member","Public Rack - Roscoe St & Osceola Ave",1
"member","Public Rack - Rutherford Ave & Belmont Ave",1
"member","Public Rack - Sawyer Ave & Bryn Mawr Ave - SW",1
"member","Public Rack - Sawyer Ave & Chicago Ave",1
"member","Public Rack - St Louis Ave & Flournoy St",1
"member","Public Rack - Stony Island & 95th St",1
"member","Public Rack - Talman Ave & Pershing Rd",1
"member","Public Rack - Union Ave & 111th St",1
"member","Public Rack - Walden Pkwy & 99th St",1
"member","Public Rack - Western Ave & 104th St - West",1
"member","Public Rack - Western Ave & 105th St",1
"member","Public Rack - Western Ave & 106th St - East",1
"member","Public Rack - Western Ave & 116th St",1
"member","Public Rack - Western Ave & 118th St",1
"member","Public Rack - Western Ave & 92nd Pl",1
"member","Public Rack - Whipple St & 26th St",1
"member","Public Rack - Whipple St & 63rd St",1
"member","Pulaski Rd & 40th St",1
"member","Pulaski Rd & 41st",1
"member","Racine Ave & 76th",1
"member","Rockwell & 111th St",1
"member","Rutherford Ave & Belmont Ave",1
"member","Sangamon St & 79th St",1
"member","St Louis Ave & Berteau Ave",1
"member","State St & 47th st",1
"member","Stony Island Ave & 86th St",1
"member","Throop St & 109th Pl",1
"member","Torrence Ave  & 106th St",1
"member","Tuley (Murray) Park",1
"member","Vincennes Ave & 99th St",1
"member","Wentworth Ave & 103rd St",1
"member","Wentworth Ave & 79th St",1
"member","West Chatham Park",1
"member","Western Ave & 104th St - East",1
"member","Western Ave & 111th St - SW",1
"member","Whippie St & 26th St",1
"member","William Rainey Harper High School",1
"member","Winchester Ave & 87th St",1
"member","Wolcott Ave & 61st St",1
"member","Wood St & 103rd St",1
